name,@line1,@line2,@line3,@word,@display,@man_hung
game1, o   +/+B+C+D+/+F+G+H+/,     +J+K+L+M+N+/+P+Q+R,     +S+T+U+V+W+X+Y+Z,E P I D U R A L,E _ I _ _ _ A _,1
